0005_3.jpg	90901.2	0	1.43064	0	0
0005_2.jpg	93340	0	1.43726	0	0
0029_2.jpg	93453.1	0	1.85299	0	0
0005_1.jpg	93635	0	1.38609	0	0
0037_2.jpg	94472	0	1.71463	0	0
0029_6.jpg	95553.4	0	2.01534	0	0
0014_3.jpg	96695.1	0	2.08602	0	0
0006_1.jpg	97722	0	1.48089	0	0
0020_2.jpg	98234.5	0	1.62664	0	0
0020_1.jpg	98259.3	0	1.99281	0	0
0006_2.jpg	99819.3	0	1.35123	0	0
0030_1.jpg	99827.5	0	1.51511	0	0
0001_5.jpg	100253	0	1.72088	0	0
0037_1.jpg	102519	0	1.57246	0	0
0040_3.jpg	102812	0	1.74034	0	0
0007_6.jpg	103263	0	1.67881	0	0
0020_3.jpg	103558	0	1.84341	0	0
0031_3.jpg	104036	0	1.73851	0	0
0006_3.jpg	104186	0	1.41755	0	0
0022_3.jpg	104485	0	1.56551	0	0
0030_3.jpg	104553	0	1.92943	0	0
0017_1.jpg	105597	0	1.71876	0	0
0011_2.jpg	105645	0	1.67882	0	0
0011_1.jpg	105917	0	1.47513	0	0
0023_3.jpg	106233	0	2.42464	0	0
0013_3.jpg	106700	0	1.68981	0	0
0001_6.jpg	107199	0	1.48768	0	0
0043_1.jpg	107288	0	1.57929	0	0
0038_3.jpg	107373	0	1.60918	0	0
0029_1.jpg	107797	0	1.78299	0	0
0017_2.jpg	108031	0	1.73855	0	0
0001_3.jpg	108453	0	1.58927	0	0
0022_4.jpg	108689	0	1.67165	0	0
0011_5.jpg	108791	0	1.69507	0	0
0031_4.jpg	108853	0	1.6646	0	0
0001_4.jpg	108961	0	2.06216	0	0
0004_3.jpg	109094	0	1.77233	0	0
0042_3.jpg	109285	0	1.88095	0	0
0031_1.jpg	109578	0	1.76126	0	0
0010_1.jpg	109597	0	1.73807	0	0
0017_3.jpg	109707	0	2.06278	0	0
0022_2.jpg	109989	0	1.37301	0	0
0043_2.jpg	110142	0	1.64756	0	0
0034_1.jpg	110154	0	1.58633	0	0
0007_2.jpg	110413	0	1.44573	0	0
0003_8.jpg	110562	0	1.51497	0	0
