1	0005
2	0029
3	0037
4	0014
5	0006
6	0020
7	0030
8	0001
9	0040
10	0007
11	0031
12	0022
13	0017
14	0011
15	0023
16	0013
17	0043
18	0038
19	0004
20	0042
21	0010
22	0034
23	0003
24	0002
25	0021
26	0025
27	0012
28	0016
29	0028
30	0026
31	0027
32	0024
33	0019
34	0033
35	0044
36	0041
37	0015
38	0018
39	0035
40	0009
41	0045
42	0032
43	0036
44	0039
45	0008
