1	0040
2	0007
3	0008
4	0025
5	0027
6	0035
7	0042
8	0010
9	0011
10	0003
11	0017
12	0004
13	0005
14	0006
15	0023
16	0026
17	0029
18	0030
19	0033
20	0037
21	0041
22	0001
23	0009
24	0012
25	0013
26	0014
27	0015
28	0016
29	0018
30	0019
31	0020
32	0021
33	0022
34	0024
35	0028
36	0002
37	0031
38	0032
39	0034
40	0036
41	0038
42	0039
43	0043
44	0044
45	0045
